"Province.State","Country.Region","Lat","Long","date","num"
"Shaanxi","Mainland China",35.19165,108.8701,"2.21.2020",245
"Shaanxi","Mainland China",35.19165,108.8701,"2.22.2020",245
"Shaanxi","Mainland China",35.19165,108.8701,"2.23.2020",245
"Shaanxi","Mainland China",35.19165,108.8701,"2.24.2020",245
"Shaanxi","Mainland China",35.19165,108.8701,"2.25.2020",245
"Shaanxi","Mainland China",35.19165,108.8701,"2.26.2020",245
"Shandong","Mainland China",36.34377,118.1529,"1.22.2020",2
"Shandong","Mainland China",36.34377,118.1529,"1.23.2020",6
"Shandong","Mainland China",36.34377,118.1529,"1.24.2020",15
"Shandong","Mainland China",36.34377,118.1529,"1.25.2020",27
"Shandong","Mainland China",36.34377,118.1529,"1.26.2020",46
"Shandong","Mainland China",36.34377,118.1529,"1.27.2020",75
"Shandong","Mainland China",36.34377,118.1529,"1.28.2020",95
"Shandong","Mainland China",36.34377,118.1529,"1.29.2020",130
"Shandong","Mainland China",36.34377,118.1529,"1.30.2020",158
"Shandong","Mainland China",36.34377,118.1529,"1.31.2020",184
"Shandong","Mainland China",36.34377,118.1529,"2.1.2020",206
"Shandong","Mainland China",36.34377,118.1529,"2.2.2020",230
"Shandong","Mainland China",36.34377,118.1529,"2.3.2020",259
"Shandong","Mainland China",36.34377,118.1529,"2.4.2020",275
"Shandong","Mainland China",36.34377,118.1529,"2.5.2020",307
"Shandong","Mainland China",36.34377,118.1529,"2.6.2020",347
"Shandong","Mainland China",36.34377,118.1529,"2.7.2020",386
"Shandong","Mainland China",36.34377,118.1529,"2.8.2020",416
"Shandong","Mainland China",36.34377,118.1529,"2.9.2020",444
"Shandong","Mainland China",36.34377,118.1529,"2.10.2020",466
"Shandong","Mainland China",36.34377,118.1529,"2.11.2020",487
"Shandong","Mainland China",36.34377,118.1529,"2.12.2020",497
"Shandong","Mainland China",36.34377,118.1529,"2.13.2020",509
"Shandong","Mainland China",36.34377,118.1529,"2.14.2020",523
"Shandong","Mainland China",36.34377,118.1529,"2.15.2020",532
"Shandong","Mainland China",36.34377,118.1529,"2.16.2020",537
"Shandong","Mainland China",36.34377,118.1529,"2.17.2020",541
"Shandong","Mainland China",36.34377,118.1529,"2.18.2020",543
"Shandong","Mainland China",36.34377,118.1529,"2.19.2020",544
"Shandong","Mainland China",36.34377,118.1529,"2.20.2020",546
"Shandong","Mainland China",36.34377,118.1529,"2.21.2020",749
"Shandong","Mainland China",36.34377,118.1529,"2.22.2020",750
"Shandong","Mainland China",36.34377,118.1529,"2.23.2020",754
"Shandong","Mainland China",36.34377,118.1529,"2.24.2020",755
"Shandong","Mainland China",36.34377,118.1529,"2.25.2020",756
"Shandong","Mainland China",36.34377,118.1529,"2.26.2020",756
"Shanghai","Mainland China",31.20327,121.4554,"1.22.2020",9
"Shanghai","Mainland China",31.20327,121.4554,"1.23.2020",16
"Shanghai","Mainland China",31.20327,121.4554,"1.24.2020",20
"Shanghai","Mainland China",31.20327,121.4554,"1.25.2020",33
"Shanghai","Mainland China",31.20327,121.4554,"1.26.2020",40
"Shanghai","Mainland China",31.20327,121.4554,"1.27.2020",53
"Shanghai","Mainland China",31.20327,121.4554,"1.28.2020",66
"Shanghai","Mainland China",31.20327,121.4554,"1.29.2020",96
"Shanghai","Mainland China",31.20327,121.4554,"1.30.2020",112
"Shanghai","Mainland China",31.20327,121.4554,"1.31.2020",135
"Shanghai","Mainland China",31.20327,121.4554,"2.1.2020",169
"Shanghai","Mainland China",31.20327,121.4554,"2.2.2020",182
"Shanghai","Mainland China",31.20327,121.4554,"2.3.2020",203
"Shanghai","Mainland China",31.20327,121.4554,"2.4.2020",219
"Shanghai","Mainland China",31.20327,121.4554,"2.5.2020",243
"Shanghai","Mainland China",31.20327,121.4554,"2.6.2020",257
"Shanghai","Mainland China",31.20327,121.4554,"2.7.2020",277
"Shanghai","Mainland China",31.20327,121.4554,"2.8.2020",286
"Shanghai","Mainland China",31.20327,121.4554,"2.9.2020",293
"Shanghai","Mainland China",31.20327,121.4554,"2.10.2020",299
"Shanghai","Mainland China",31.20327,121.4554,"2.11.2020",303
"Shanghai","Mainland China",31.20327,121.4554,"2.12.2020",311
"Shanghai","Mainland China",31.20327,121.4554,"2.13.2020",315
"Shanghai","Mainland China",31.20327,121.4554,"2.14.2020",318
"Shanghai","Mainland China",31.20327,121.4554,"2.15.2020",326
"Shanghai","Mainland China",31.20327,121.4554,"2.16.2020",328
"Shanghai","Mainland China",31.20327,121.4554,"2.17.2020",333
"Shanghai","Mainland China",31.20327,121.4554,"2.18.2020",333
"Shanghai","Mainland China",31.20327,121.4554,"2.19.2020",333
"Shanghai","Mainland China",31.20327,121.4554,"2.20.2020",334
"Shanghai","Mainland China",31.20327,121.4554,"2.21.2020",334
"Shanghai","Mainland China",31.20327,121.4554,"2.22.2020",335
"Shanghai","Mainland China",31.20327,121.4554,"2.23.2020",335
"Shanghai","Mainland China",31.20327,121.4554,"2.24.2020",335
"Shanghai","Mainland China",31.20327,121.4554,"2.25.2020",336
"Shanghai","Mainland China",31.20327,121.4554,"2.26.2020",337
"Shanxi","Mainland China",37.57769,112.2922,"1.22.2020",1
"Shanxi","Mainland China",37.57769,112.2922,"1.23.2020",1
"Shanxi","Mainland China",37.57769,112.2922,"1.24.2020",1
"Shanxi","Mainland China",37.57769,112.2922,"1.25.2020",6
"Shanxi","Mainland China",37.57769,112.2922,"1.26.2020",9
"Shanxi","Mainland China",37.57769,112.2922,"1.27.2020",13
"Shanxi","Mainland China",37.57769,112.2922,"1.28.2020",27
"Shanxi","Mainland China",37.57769,112.2922,"1.29.2020",27
"Shanxi","Mainland China",37.57769,112.2922,"1.30.2020",35
"Shanxi","Mainland China",37.57769,112.2922,"1.31.2020",39
"Shanxi","Mainland China",37.57769,112.2922,"2.1.2020",47
"Shanxi","Mainland China",37.57769,112.2922,"2.2.2020",66
"Shanxi","Mainland China",37.57769,112.2922,"2.3.2020",74
"Shanxi","Mainland China",37.57769,112.2922,"2.4.2020",81
"Shanxi","Mainland China",37.57769,112.2922,"2.5.2020",81
"Shanxi","Mainland China",37.57769,112.2922,"2.6.2020",96
"Shanxi","Mainland China",37.57769,112.2922,"2.7.2020",104
"Shanxi","Mainland China",37.57769,112.2922,"2.8.2020",115
"Shanxi","Mainland China",37.57769,112.2922,"2.9.2020",119
"Shanxi","Mainland China",37.57769,112.2922,"2.10.2020",119
"Shanxi","Mainland China",37.57769,112.2922,"2.11.2020",124
"Shanxi","Mainland China",37.57769,112.2922,"2.12.2020",126
"Shanxi","Mainland China",37.57769,112.2922,"2.13.2020",126
"Shanxi","Mainland China",37.57769,112.2922,"2.14.2020",127
"Shanxi","Mainland China",37.57769,112.2922,"2.15.2020",128
"Shanxi","Mainland China",37.57769,112.2922,"2.16.2020",129
"Shanxi","Mainland China",37.57769,112.2922,"2.17.2020",130
"Shanxi","Mainland China",37.57769,112.2922,"2.18.2020",131
"Shanxi","Mainland China",37.57769,112.2922,"2.19.2020",131
"Shanxi","Mainland China",37.57769,112.2922,"2.20.2020",132
"Shanxi","Mainland China",37.57769,112.2922,"2.21.2020",132
"Shanxi","Mainland China",37.57769,112.2922,"2.22.2020",132
"Shanxi","Mainland China",37.57769,112.2922,"2.23.2020",132
"Shanxi","Mainland China",37.57769,112.2922,"2.24.2020",133
"Shanxi","Mainland China",37.57769,112.2922,"2.25.2020",133
"Shanxi","Mainland China",37.57769,112.2922,"2.26.2020",133
"Sichuan","Mainland China",30.61714,102.7103,"1.22.2020",5
"Sichuan","Mainland China",30.61714,102.7103,"1.23.2020",8
"Sichuan","Mainland China",30.61714,102.7103,"1.24.2020",15
"Sichuan","Mainland China",30.61714,102.7103,"1.25.2020",28
"Sichuan","Mainland China",30.61714,102.7103,"1.26.2020",44
"Sichuan","Mainland China",30.61714,102.7103,"1.27.2020",69
"Sichuan","Mainland China",30.61714,102.7103,"1.28.2020",90
"Sichuan","Mainland China",30.61714,102.7103,"1.29.2020",108
"Sichuan","Mainland China",30.61714,102.7103,"1.30.2020",142
"Sichuan","Mainland China",30.61714,102.7103,"1.31.2020",177
"Sichuan","Mainland China",30.61714,102.7103,"2.1.2020",207
"Sichuan","Mainland China",30.61714,102.7103,"2.2.2020",231
"Sichuan","Mainland China",30.61714,102.7103,"2.3.2020",254
"Sichuan","Mainland China",30.61714,102.7103,"2.4.2020",282
"Sichuan","Mainland China",30.61714,102.7103,"2.5.2020",301
"Sichuan","Mainland China",30.61714,102.7103,"2.6.2020",321
"Sichuan","Mainland China",30.61714,102.7103,"2.7.2020",344
"Sichuan","Mainland China",30.61714,102.7103,"2.8.2020",364
"Sichuan","Mainland China",30.61714,102.7103,"2.9.2020",386
"Sichuan","Mainland China",30.61714,102.7103,"2.10.2020",405
"Sichuan","Mainland China",30.61714,102.7103,"2.11.2020",417
"Sichuan","Mainland China",30.61714,102.7103,"2.12.2020",436
"Sichuan","Mainland China",30.61714,102.7103,"2.13.2020",451
"Sichuan","Mainland China",30.61714,102.7103,"2.14.2020",463
"Sichuan","Mainland China",30.61714,102.7103,"2.15.2020",470
"Sichuan","Mainland China",30.61714,102.7103,"2.16.2020",481
"Sichuan","Mainland China",30.61714,102.7103,"2.17.2020",495
"Sichuan","Mainland China",30.61714,102.7103,"2.18.2020",508
"Sichuan","Mainland China",30.61714,102.7103,"2.19.2020",514
"Sichuan","Mainland China",30.61714,102.7103,"2.20.2020",520
"Sichuan","Mainland China",30.61714,102.7103,"2.21.2020",525
"Sichuan","Mainland China",30.61714,102.7103,"2.22.2020",526
"Sichuan","Mainland China",30.61714,102.7103,"2.23.2020",526
"Sichuan","Mainland China",30.61714,102.7103,"2.24.2020",527
"Sichuan","Mainland China",30.61714,102.7103,"2.25.2020",529
"Sichuan","Mainland China",30.61714,102.7103,"2.26.2020",531
"Tianjin","Mainland China",39.29362,117.333,"1.22.2020",4
"Tianjin","Mainland China",39.29362,117.333,"1.23.2020",4
"Tianjin","Mainland China",39.29362,117.333,"1.24.2020",8
"Tianjin","Mainland China",39.29362,117.333,"1.25.2020",10
"Tianjin","Mainland China",39.29362,117.333,"1.26.2020",14
"Tianjin","Mainland China",39.29362,117.333,"1.27.2020",23
"Tianjin","Mainland China",39.29362,117.333,"1.28.2020",24
"Tianjin","Mainland China",39.29362,117.333,"1.29.2020",27
"Tianjin","Mainland China",39.29362,117.333,"1.30.2020",31
"Tianjin","Mainland China",39.29362,117.333,"1.31.2020",32
"Tianjin","Mainland China",39.29362,117.333,"2.1.2020",41
"Tianjin","Mainland China",39.29362,117.333,"2.2.2020",48
"Tianjin","Mainland China",39.29362,117.333,"2.3.2020",60
"Tianjin","Mainland China",39.29362,117.333,"2.4.2020",67
"Tianjin","Mainland China",39.29362,117.333,"2.5.2020",69
"Tianjin","Mainland China",39.29362,117.333,"2.6.2020",79
"Tianjin","Mainland China",39.29362,117.333,"2.7.2020",81
"Tianjin","Mainland China",39.29362,117.333,"2.8.2020",88
"Tianjin","Mainland China",39.29362,117.333,"2.9.2020",91
"Tianjin","Mainland China",39.29362,117.333,"2.10.2020",95
"Tianjin","Mainland China",39.29362,117.333,"2.11.2020",106
"Tianjin","Mainland China",39.29362,117.333,"2.12.2020",112
"Tianjin","Mainland China",39.29362,117.333,"2.13.2020",119
"Tianjin","Mainland China",39.29362,117.333,"2.14.2020",120
"Tianjin","Mainland China",39.29362,117.333,"2.15.2020",122
"Tianjin","Mainland China",39.29362,117.333,"2.16.2020",124
"Tianjin","Mainland China",39.29362,117.333,"2.17.2020",125
"Tianjin","Mainland China",39.29362,117.333,"2.18.2020",128
"Tianjin","Mainland China",39.29362,117.333,"2.19.2020",130
"Tianjin","Mainland China",39.29362,117.333,"2.20.2020",131
"Tianjin","Mainland China",39.29362,117.333,"2.21.2020",132
"Tianjin","Mainland China",39.29362,117.333,"2.22.2020",135
"Tianjin","Mainland China",39.29362,117.333,"2.23.2020",135
"Tianjin","Mainland China",39.29362,117.333,"2.24.2020",135
"Tianjin","Mainland China",39.29362,117.333,"2.25.2020",135
"Tianjin","Mainland China",39.29362,117.333,"2.26.2020",135
"Tibet","Mainland China",30.1534,88.7879,"1.22.2020",0
"Tibet","Mainland China",30.1534,88.7879,"1.23.2020",0
"Tibet","Mainland China",30.1534,88.7879,"1.24.2020",0
"Tibet","Mainland China",30.1534,88.7879,"1.25.2020",0
"Tibet","Mainland China",30.1534,88.7879,"1.26.2020",0
"Tibet","Mainland China",30.1534,88.7879,"1.27.2020",0
"Tibet","Mainland China",30.1534,88.7879,"1.28.2020",0
"Tibet","Mainland China",30.1534,88.7879,"1.29.2020",0
"Tibet","Mainland China",30.1534,88.7879,"1.30.2020",1
"Tibet","Mainland China",30.1534,88.7879,"1.31.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.1.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.2.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.3.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.4.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.5.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.6.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.7.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.8.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.9.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.10.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.11.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.12.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.13.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.14.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.15.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.16.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.17.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.18.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.19.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.20.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.21.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.22.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.23.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.24.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.25.2020",1
"Tibet","Mainland China",30.1534,88.7879,"2.26.2020",1
"Xinjiang","Mainland China",41.11981,85.17822,"1.22.2020",0
"Xinjiang","Mainland China",41.11981,85.17822,"1.23.2020",2
"Xinjiang","Mainland China",41.11981,85.17822,"1.24.2020",2
"Xinjiang","Mainland China",41.11981,85.17822,"1.25.2020",3
"Xinjiang","Mainland China",41.11981,85.17822,"1.26.2020",4
"Xinjiang","Mainland China",41.11981,85.17822,"1.27.2020",5
"Xinjiang","Mainland China",41.11981,85.17822,"1.28.2020",10
"Xinjiang","Mainland China",41.11981,85.17822,"1.29.2020",13
"Xinjiang","Mainland China",41.11981,85.17822,"1.30.2020",14
"Xinjiang","Mainland China",41.11981,85.17822,"1.31.2020",17
"Xinjiang","Mainland China",41.11981,85.17822,"2.1.2020",18
"Xinjiang","Mainland China",41.11981,85.17822,"2.2.2020",21
"Xinjiang","Mainland China",41.11981,85.17822,"2.3.2020",24
"Xinjiang","Mainland China",41.11981,85.17822,"2.4.2020",29
"Xinjiang","Mainland China",41.11981,85.17822,"2.5.2020",32
"Xinjiang","Mainland China",41.11981,85.17822,"2.6.2020",36
"Xinjiang","Mainland China",41.11981,85.17822,"2.7.2020",39
"Xinjiang","Mainland China",41.11981,85.17822,"2.8.2020",42
"Xinjiang","Mainland China",41.11981,85.17822,"2.9.2020",45
"Xinjiang","Mainland China",41.11981,85.17822,"2.10.2020",49
"Xinjiang","Mainland China",41.11981,85.17822,"2.11.2020",55
"Xinjiang","Mainland China",41.11981,85.17822,"2.12.2020",59
"Xinjiang","Mainland China",41.11981,85.17822,"2.13.2020",63
"Xinjiang","Mainland China",41.11981,85.17822,"2.14.2020",65
"Xinjiang","Mainland China",41.11981,85.17822,"2.15.2020",70
"Xinjiang","Mainland China",41.11981,85.17822,"2.16.2020",71
"Xinjiang","Mainland China",41.11981,85.17822,"2.17.2020",75
"Xinjiang","Mainland China",41.11981,85.17822,"2.18.2020",76
"Xinjiang","Mainland China",41.11981,85.17822,"2.19.2020",76
"Xinjiang","Mainland China",41.11981,85.17822,"2.20.2020",76
"Xinjiang","Mainland China",41.11981,85.17822,"2.21.2020",76
"Xinjiang","Mainland China",41.11981,85.17822,"2.22.2020",76
"Xinjiang","Mainland China",41.11981,85.17822,"2.23.2020",76
"Xinjiang","Mainland China",41.11981,85.17822,"2.24.2020",76
"Xinjiang","Mainland China",41.11981,85.17822,"2.25.2020",76
"Xinjiang","Mainland China",41.11981,85.17822,"2.26.2020",76
"Yunnan","Mainland China",24.97411,101.4868,"1.22.2020",1
"Yunnan","Mainland China",24.97411,101.4868,"1.23.2020",2
"Yunnan","Mainland China",24.97411,101.4868,"1.24.2020",5
"Yunnan","Mainland China",24.97411,101.4868,"1.25.2020",11
"Yunnan","Mainland China",24.97411,101.4868,"1.26.2020",16
"Yunnan","Mainland China",24.97411,101.4868,"1.27.2020",26
"Yunnan","Mainland China",24.97411,101.4868,"1.28.2020",44
"Yunnan","Mainland China",24.97411,101.4868,"1.29.2020",55
"Yunnan","Mainland China",24.97411,101.4868,"1.30.2020",70
"Yunnan","Mainland China",24.97411,101.4868,"1.31.2020",83
"Yunnan","Mainland China",24.97411,101.4868,"2.1.2020",93
"Yunnan","Mainland China",24.97411,101.4868,"2.2.2020",105
"Yunnan","Mainland China",24.97411,101.4868,"2.3.2020",117
"Yunnan","Mainland China",24.97411,101.4868,"2.4.2020",122
"Yunnan","Mainland China",24.97411,101.4868,"2.5.2020",128
"Yunnan","Mainland China",24.97411,101.4868,"2.6.2020",133
"Yunnan","Mainland China",24.97411,101.4868,"2.7.2020",138
"Yunnan","Mainland China",24.97411,101.4868,"2.8.2020",138
"Yunnan","Mainland China",24.97411,101.4868,"2.9.2020",141
"Yunnan","Mainland China",24.97411,101.4868,"2.10.2020",149
"Yunnan","Mainland China",24.97411,101.4868,"2.11.2020",153
"Yunnan","Mainland China",24.97411,101.4868,"2.12.2020",154
"Yunnan","Mainland China",24.97411,101.4868,"2.13.2020",156
"Yunnan","Mainland China",24.97411,101.4868,"2.14.2020",162
"Yunnan","Mainland China",24.97411,101.4868,"2.15.2020",168
"Yunnan","Mainland China",24.97411,101.4868,"2.16.2020",171
"Yunnan","Mainland China",24.97411,101.4868,"2.17.2020",171
"Yunnan","Mainland China",24.97411,101.4868,"2.18.2020",172
"Yunnan","Mainland China",24.97411,101.4868,"2.19.2020",172
"Yunnan","Mainland China",24.97411,101.4868,"2.20.2020",174
"Yunnan","Mainland China",24.97411,101.4868,"2.21.2020",174
"Yunnan","Mainland China",24.97411,101.4868,"2.22.2020",174
"Yunnan","Mainland China",24.97411,101.4868,"2.23.2020",174
"Yunnan","Mainland China",24.97411,101.4868,"2.24.2020",174
"Yunnan","Mainland China",24.97411,101.4868,"2.25.2020",174
"Yunnan","Mainland China",24.97411,101.4868,"2.26.2020",174
"Zhejiang","Mainland China",29.18251,120.0985,"1.22.2020",10
"Zhejiang","Mainland China",29.18251,120.0985,"1.23.2020",27
"Zhejiang","Mainland China",29.18251,120.0985,"1.24.2020",43
"Zhejiang","Mainland China",29.18251,120.0985,"1.25.2020",62
"Zhejiang","Mainland China",29.18251,120.0985,"1.26.2020",104
"Zhejiang","Mainland China",29.18251,120.0985,"1.27.2020",128
"Zhejiang","Mainland China",29.18251,120.0985,"1.28.2020",173
"Zhejiang","Mainland China",29.18251,120.0985,"1.29.2020",296
"Zhejiang","Mainland China",29.18251,120.0985,"1.30.2020",428
"Zhejiang","Mainland China",29.18251,120.0985,"1.31.2020",538
"Zhejiang","Mainland China",29.18251,120.0985,"2.1.2020",599
"Zhejiang","Mainland China",29.18251,120.0985,"2.2.2020",661
"Zhejiang","Mainland China",29.18251,120.0985,"2.3.2020",724
"Zhejiang","Mainland China",29.18251,120.0985,"2.4.2020",829
"Zhejiang","Mainland China",29.18251,120.0985,"2.5.2020",895
"Zhejiang","Mainland China",29.18251,120.0985,"2.6.2020",954
"Zhejiang","Mainland China",29.18251,120.0985,"2.7.2020",1006
"Zhejiang","Mainland China",29.18251,120.0985,"2.8.2020",1048
"Zhejiang","Mainland China",29.18251,120.0985,"2.9.2020",1075
"Zhejiang","Mainland China",29.18251,120.0985,"2.10.2020",1092
"Zhejiang","Mainland China",29.18251,120.0985,"2.11.2020",1117
"Zhejiang","Mainland China",29.18251,120.0985,"2.12.2020",1131
"Zhejiang","Mainland China",29.18251,120.0985,"2.13.2020",1145
"Zhejiang","Mainland China",29.18251,120.0985,"2.14.2020",1155
"Zhejiang","Mainland China",29.18251,120.0985,"2.15.2020",1162
"Zhejiang","Mainland China",29.18251,120.0985,"2.16.2020",1167
"Zhejiang","Mainland China",29.18251,120.0985,"2.17.2020",1171
"Zhejiang","Mainland China",29.18251,120.0985,"2.18.2020",1172
"Zhejiang","Mainland China",29.18251,120.0985,"2.19.2020",1174
"Zhejiang","Mainland China",29.18251,120.0985,"2.20.2020",1175
"Zhejiang","Mainland China",29.18251,120.0985,"2.21.2020",1203
"Zhejiang","Mainland China",29.18251,120.0985,"2.22.2020",1205
"Zhejiang","Mainland China",29.18251,120.0985,"2.23.2020",1205
"Zhejiang","Mainland China",29.18251,120.0985,"2.24.2020",1205
"Zhejiang","Mainland China",29.18251,120.0985,"2.25.2020",1205
"Zhejiang","Mainland China",29.18251,120.0985,"2.26.2020",1205
"","Thailand",13.7563,100.5018,"1.22.2020",2
"","Thailand",13.7563,100.5018,"1.23.2020",3
"","Thailand",13.7563,100.5018,"1.24.2020",5
"","Thailand",13.7563,100.5018,"1.25.2020",7
"","Thailand",13.7563,100.5018,"1.26.2020",8
"","Thailand",13.7563,100.5018,"1.27.2020",8
"","Thailand",13.7563,100.5018,"1.28.2020",14
"","Thailand",13.7563,100.5018,"1.29.2020",14
"","Thailand",13.7563,100.5018,"1.30.2020",14
"","Thailand",13.7563,100.5018,"1.31.2020",19
"","Thailand",13.7563,100.5018,"2.1.2020",19
"","Thailand",13.7563,100.5018,"2.2.2020",19
"","Thailand",13.7563,100.5018,"2.3.2020",19
"","Thailand",13.7563,100.5018,"2.4.2020",25
"","Thailand",13.7563,100.5018,"2.5.2020",25
"","Thailand",13.7563,100.5018,"2.6.2020",25
"","Thailand",13.7563,100.5018,"2.7.2020",25
"","Thailand",13.7563,100.5018,"2.8.2020",32
"","Thailand",13.7563,100.5018,"2.9.2020",32
"","Thailand",13.7563,100.5018,"2.10.2020",32
"","Thailand",13.7563,100.5018,"2.11.2020",33
"","Thailand",13.7563,100.5018,"2.12.2020",33
"","Thailand",13.7563,100.5018,"2.13.2020",33
"","Thailand",13.7563,100.5018,"2.14.2020",33
"","Thailand",13.7563,100.5018,"2.15.2020",33
"","Thailand",13.7563,100.5018,"2.16.2020",34
"","Thailand",13.7563,100.5018,"2.17.2020",35
"","Thailand",13.7563,100.5018,"2.18.2020",35
"","Thailand",13.7563,100.5018,"2.19.2020",35
"","Thailand",13.7563,100.5018,"2.20.2020",35
"","Thailand",13.7563,100.5018,"2.21.2020",35
"","Thailand",13.7563,100.5018,"2.22.2020",35
"","Thailand",13.7563,100.5018,"2.23.2020",35
"","Thailand",13.7563,100.5018,"2.24.2020",35
"","Thailand",13.7563,100.5018,"2.25.2020",37
"","Thailand",13.7563,100.5018,"2.26.2020",40
"","Japan",35.6762,139.6503,"1.22.2020",2
"","Japan",35.6762,139.6503,"1.23.2020",1
"","Japan",35.6762,139.6503,"1.24.2020",2
"","Japan",35.6762,139.6503,"1.25.2020",2
"","Japan",35.6762,139.6503,"1.26.2020",4
"","Japan",35.6762,139.6503,"1.27.2020",4
"","Japan",35.6762,139.6503,"1.28.2020",7
"","Japan",35.6762,139.6503,"1.29.2020",7
"","Japan",35.6762,139.6503,"1.30.2020",11
"","Japan",35.6762,139.6503,"1.31.2020",15
"","Japan",35.6762,139.6503,"2.1.2020",20
"","Japan",35.6762,139.6503,"2.2.2020",20
"","Japan",35.6762,139.6503,"2.3.2020",20
"","Japan",35.6762,139.6503,"2.4.2020",22
"","Japan",35.6762,139.6503,"2.5.2020",22
"","Japan",35.6762,139.6503,"2.6.2020",45
"","Japan",35.6762,139.6503,"2.7.2020",25
"","Japan",35.6762,139.6503,"2.8.2020",25
"","Japan",35.6762,139.6503,"2.9.2020",26
"","Japan",35.6762,139.6503,"2.10.2020",26
"","Japan",35.6762,139.6503,"2.11.2020",26
"","Japan",35.6762,139.6503,"2.12.2020",28
"","Japan",35.6762,139.6503,"2.13.2020",28
"","Japan",35.6762,139.6503,"2.14.2020",29
"","Japan",35.6762,139.6503,"2.15.2020",43
"","Japan",35.6762,139.6503,"2.16.2020",59
"","Japan",35.6762,139.6503,"2.17.2020",66
"","Japan",35.6762,139.6503,"2.18.2020",74
"","Japan",35.6762,139.6503,"2.19.2020",84
"","Japan",35.6762,139.6503,"2.20.2020",94
"","Japan",35.6762,139.6503,"2.21.2020",105
"","Japan",35.6762,139.6503,"2.22.2020",122
"","Japan",35.6762,139.6503,"2.23.2020",147
"","Japan",35.6762,139.6503,"2.24.2020",159
"","Japan",35.6762,139.6503,"2.25.2020",170
"","Japan",35.6762,139.6503,"2.26.2020",189
"","South Korea",37.5665,126.978,"1.22.2020",1
"","South Korea",37.5665,126.978,"1.23.2020",1
"","South Korea",37.5665,126.978,"1.24.2020",2
"","South Korea",37.5665,126.978,"1.25.2020",2
"","South Korea",37.5665,126.978,"1.26.2020",3
"","South Korea",37.5665,126.978,"1.27.2020",4
"","South Korea",37.5665,126.978,"1.28.2020",4
"","South Korea",37.5665,126.978,"1.29.2020",4
"","South Korea",37.5665,126.978,"1.30.2020",4
"","South Korea",37.5665,126.978,"1.31.2020",11
"","South Korea",37.5665,126.978,"2.1.2020",12
"","South Korea",37.5665,126.978,"2.2.2020",15
"","South Korea",37.5665,126.978,"2.3.2020",15
"","South Korea",37.5665,126.978,"2.4.2020",16
"","South Korea",37.5665,126.978,"2.5.2020",19
"","South Korea",37.5665,126.978,"2.6.2020",23
"","South Korea",37.5665,126.978,"2.7.2020",24
"","South Korea",37.5665,126.978,"2.8.2020",24
"","South Korea",37.5665,126.978,"2.9.2020",25
"","South Korea",37.5665,126.978,"2.10.2020",27
"","South Korea",37.5665,126.978,"2.11.2020",28
"","South Korea",37.5665,126.978,"2.12.2020",28
"","South Korea",37.5665,126.978,"2.13.2020",28
"","South Korea",37.5665,126.978,"2.14.2020",28
"","South Korea",37.5665,126.978,"2.15.2020",28
"","South Korea",37.5665,126.978,"2.16.2020",29
"","South Korea",37.5665,126.978,"2.17.2020",30
"","South Korea",37.5665,126.978,"2.18.2020",31
"","South Korea",37.5665,126.978,"2.19.2020",31
"","South Korea",37.5665,126.978,"2.20.2020",104
"","South Korea",37.5665,126.978,"2.21.2020",204
"","South Korea",37.5665,126.978,"2.22.2020",433
"","South Korea",37.5665,126.978,"2.23.2020",602
"","South Korea",37.5665,126.978,"2.24.2020",833
"","South Korea",37.5665,126.978,"2.25.2020",977
"","South Korea",37.5665,126.978,"2.26.2020",1261
"Taiwan","Taiwan",23.6978,120.9605,"1.22.2020",1
"Taiwan","Taiwan",23.6978,120.9605,"1.23.2020",1
"Taiwan","Taiwan",23.6978,120.9605,"1.24.2020",3
"Taiwan","Taiwan",23.6978,120.9605,"1.25.2020",3
"Taiwan","Taiwan",23.6978,120.9605,"1.26.2020",4
"Taiwan","Taiwan",23.6978,120.9605,"1.27.2020",5
"Taiwan","Taiwan",23.6978,120.9605,"1.28.2020",8
